sentence,label
"I'm a person of different types of tastes and flavors. I like to hear things that inspire me. Older music, when the instruments are being played, it's not just people hitting buttons. It's more manly. You're touching an object to make a sound.",inspire
"I'd watch old movies with Judy Garland, Shirley Temple and Bette Davis and long to be part of that glamorous world. A lot of that glamour is gone now. I hope in my own small way, I'm bringing some of it back. But if I can be a inspiration for women to dress up, that would be great.",inspire
"The goal of my 'Made in America' project is to inspire people of all ages to become 'doers,' whether it's learning how to make a simple weeknight dinner or starting your own business.",inspire
"As a novelist, my role is to explore ideas and imagination, and I hope that will inspire people in my world to continue to dream and believe.",inspire
"We cannot allow Afghanistan to once again become a haven for terrorists who inspire, plot, and support attacks on us like those of September 11, 2001, and July 7, 2005, in London.",inspire
"If my life can inspire people, then a television show where guests talk about their challenges and what makes them unique would work.",inspire
"I've got a reasonable imagination. I hope some of my stories will inspire the imaginations of other young people.",inspire
"Over the long term, we will need more African-American, Latino, and Native American leaders, and leaders from low-income communities, who can bring additional insight and deep-seated urgency and who are most likely to inspire the necessary trust and engagement among students, parents, and community leaders.",inspire
"My parents are my bedrock. And I have three complex, strong, funny sisters who inspire and sustain me.",inspire
"I find my reading, particularly nonfiction, can inspire a poem as much as anything else.",inspire
"All I do is watch dance videos. I love Ricky Ubeda, a contemporary dancer, and I also love Madison Cubbage. They inspire me to work harder every day.",inspire
"I try to get to the heart of all kinds of music, but I never know what's going to inspire me and what's going to make me crazy.",inspire
"I work with a stylist named Devon Nuszer and a makeup artist named Aaron Barry, and in the two of them, I absolutely trust. I have things that I do over and over again and that I feel safe with, but they inspire me to take risks, and I trust them so much.",inspire
"At URBN, we see ourselves as a portfolio of brands, each one focused on a specific customer group, a particular lifestyle or a life stage. We offer her things in environments that inspire her. We talk to her and listen to her ideas and opinions.",inspire
"I think, growing up at Australia Zoo and getting to travel around the world, I had this amazing outlook on life, and that's what I hope to inspire other kids to have.",inspire
"I came to the realization that every role I've played, I've not been a minister or a Christian, and I don't think that's by the calling of God that that's what he's called me to do. The gifts and the talents that he's given me as an actor, as a director, as a producer, are to entertain and, at times, to inform, and most of the time, to inspire.",inspire
"Television is a very good medium for inspiring audiences. We can really inspire and teach people about other people. It's a powerful tool and it's something that art is able to do.",inspire
"I said to myself, 'When I grow up, I want to make pictures that will inspire and nourish people.' When I was ten, I started photographing nature. I built a darkroom. My first real good darkroom was when I was 14, not just in a cellar.",inspire
"I'm funny when I'm with people who inspire my silliness or my humor. When I'm sitting down by myself, it's hard to be funny.",inspire
"I love meeting contributors and hearing how we've inspired them to create art. I'm also proud of creating hundreds of jobs.",inspire
"As technology has advanced, so have the ways in which terrorists use technology to communicate - whether it's to inspire or to recruit. The widespread use of technology has disseminated a consistent message of terrorism to attack U.S. interests, both at home and abroad.",inspire
"I'm limited to the Lego palate. I'm not painting the brick. I'm sticking with what Lego makes. The idea behind that is I do want to inspire kids to go home and create on their own. And if I do that, I want them to be able to buy those very same bricks I'm using. So I don't alter the bricks; I only use what's provided.",inspire
"At HBO, my leadership had to inspire and gain the respect of employees in a large company with over 100 external business relationships in dozens of countries.",inspire
"My focus is on the reader, and the job of the poet is not to inspire himself. The job of the poet is to inspire the future reader.",inspire
"Poetry is designed to inspire the readers and listeners, to connect them more deeply to themselves and to each other as well. But many people are turned off by the terms of poetry, by the strange vocabulary and the notorious difficulty.",inspire
"The goal of each EarthEcho Expedition is to inspire and empower young people around the world with the knowledge and tools to act in their own communities to protect our planet's vital natural resources.",inspire
"A lot of Republicans, you have to remember, did not vote for Mitt Romney. He did not inspire them.",inspire
"When influencers speak, conversations spread like ripples in a pond. And those ripples are multidirectional; influencers inspire everyone around them to explore new ideas and think differently about their work.",inspire
"It really depends on being able to inspire others by being comfortable with yourself. You have to be able to tell girls that everyone is different; everyone has things they don't like, but they work it and walk the runway.",inspire
"I was not that impressed by the father figure. My relationship with my father is very good, but it wasn't always. My mother had custody, and I saw him every other weekend. I didn't have a lot of time to get to know him well enough to be inspired by him.",inspire
"I think film is the best medium to inspire people. It's a combination of image, dialogue, and music, which can convey a strong message or simple escapism.",inspire
"We live in America, where we have an equal opportunity to pick up our iPhones or our smartphones and create something and put it on the Web and have an equal ability to go out there and be successful. I'm hoping that will be a tool that will inspire a countless number of people to pick up and go after their dreams.",inspire
"I follow all these fashion blogs that are cool and inspire me. I'm not really obsessed with anyone except for the people that I like romantically. I get excited when they post. Sometimes I like to stalk my exes.",inspire
"Album covers still inspire me in terms of what I wear, and some bands just look so cool. But I still wear things that I've had since I was 16.",inspire
