sentence,label
"In a perfect world, I would be doing nothing but acting on my own terms. I am not doing most of the things, but doing anything that's promoting this higher power is a pleasure and a joy - this light, if you will. I just don't think there are enough projects in the world that do that.",pleasure
"He treasured his possessions, principally because they were his, and derived genuine pleasure from contemplating a painting, a statuette, a rare lace curtain - no matter what - after he had bought it and placed it among his household gods.",pleasure
"Tomorrow is the thief of pleasure.",pleasure
"Leather pants are my guilty fashion pleasure. I have at least 10 pairs in navy, red, white, dusty pink, grey, suede and black.",pleasure
"Don't get me wrong, I think bicycles are terrific. I own a couple of my own, including a popular mountain bike that I ride for fun and light exercise.",pleasure
"I have no pleasure without communication: there is not so much as a sprightly thought comes into my mind that it does not grieve me to have produced alone, and that I have no one to tell it to.",pleasure
"All this fuss about sleeping together. For physical pleasure I'd sooner go to my dentist any day.",pleasure
"If I have been in error in believing that the human soul is immortal, I am glad to have been in error, and I will not have this error, which gives me pleasure, taken away from me while I live.",pleasure
"As Robin said, I had the pleasure of realizing a childhood dream of mine, like so many young American and Puerto Rican kids, of playing in the Little League World Series. I was honored and blessed to have that opportunity.",pleasure
"Children should know that reading is a pleasure, not just something that teachers make you do in school.",pleasure
"We must accept all of God's will for us, not just those portions that happen to appeal to us and bring us immediate satisfaction and pleasure.",pleasure
"Choreography is mentally draining, but there's a pleasure in getting into the studio with the dancers and the music.",pleasure
"I want to write more books, get my first novel made into a movie, and do more events, work in more countries. I'd like to be able to look back on experiences that have been continued by the pleasure and the scope and the intensity of them.",pleasure
"I was always full of energy. As a child, I was never walking, I was always running. So for many people, running is a pain, but for me it was always a pleasure because it's so simple.",pleasure
